Gene name;Type;Animal_db;Cis_bp;Tf_class_id;GTRD_uniprot_id;Function;Specie
Atxn7l3;Cofactor;ENSMUSG00000059995;unmatched;unmatched;unmatched;;Mus musculus
Prmt7;Cofactor;ENSMUSG00000060098;unmatched;unmatched;unmatched;;Mus musculus
Arrb2;Cofactor;ENSMUSG00000060216;unmatched;unmatched;unmatched;;Mus musculus
Hnrnpc;Cofactor;ENSMUSG00000060373;unmatched;unmatched;unmatched;;Mus musculus
Rnf14;Cofactor;ENSMUSG00000060450;unmatched;unmatched;unmatched;;Mus musculus
Dcc;Cofactor;ENSMUSG00000060534;unmatched;unmatched;unmatched;;Mus musculus
Maml3;Cofactor;ENSMUSG00000061143;unmatched;unmatched;unmatched;;Mus musculus
Sfmbt2;Cofactor;ENSMUSG00000061186;unmatched;unmatched;unmatched;;Mus musculus
Naca;Cofactor;ENSMUSG00000061315;unmatched;unmatched;Q60817;;Mus musculus
Phf5a;Cofactor;ENSMUSG00000061360;unmatched;0.0.2.0.1;P83870;;Mus musculus
Hipk2;Cofactor;ENSMUSG00000061436;unmatched;unmatched;unmatched;;Mus musculus
Wdr61;Cofactor;ENSMUSG00000061559;unmatched;unmatched;unmatched;;Mus musculus
Dot1l;Cofactor;ENSMUSG00000061589;unmatched;unmatched;unmatched;;Mus musculus
Med9;Cofactor;ENSMUSG00000061650;unmatched;unmatched;unmatched;;Mus musculus
Tbpl2;Cofactor;ENSMUSG00000061809;T342365_2.00;8.1.1.0.3;unmatched;;Mus musculus
Ccdc62;Cofactor;ENSMUSG00000061882;unmatched;unmatched;unmatched;;Mus musculus
Ssbp3;Cofactor;ENSMUSG00000061887;unmatched;unmatched;unmatched;;Mus musculus
Rai1;Cofactor;ENSMUSG00000062115;unmatched;unmatched;Q61818;;Mus musculus
Lancl2;Cofactor;ENSMUSG00000062190;unmatched;unmatched;unmatched;;Mus musculus
Erbb4;Cofactor;ENSMUSG00000062209;unmatched;unmatched;unmatched;;Mus musculus
Morf4l1;Cofactor;ENSMUSG00000062270;unmatched;unmatched;unmatched;;Mus musculus
Erbb2;Cofactor;ENSMUSG00000062312;unmatched;unmatched;unmatched;;Mus musculus
Hdac10;Cofactor;ENSMUSG00000062906;unmatched;unmatched;unmatched;;Mus musculus
Nrg1;Cofactor;ENSMUSG00000062991;unmatched;unmatched;unmatched;;Mus musculus
Parp10;Cofactor;ENSMUSG00000063268;unmatched;unmatched;unmatched;;Mus musculus
Naa15;Cofactor;ENSMUSG00000063273;unmatched;unmatched;unmatched;;Mus musculus
Bcl9l;Cofactor;ENSMUSG00000063382;unmatched;unmatched;unmatched;;Mus musculus
Nup98;Cofactor;ENSMUSG00000063550;unmatched;unmatched;unmatched;;Mus musculus
Magea6;Cofactor;ENSMUSG00000063728;unmatched;unmatched;unmatched;;Mus musculus
Chd4;Cofactor;ENSMUSG00000063870;unmatched;unmatched;Q6PDQ2;;Mus musculus
Med14;Cofactor;ENSMUSG00000064127;unmatched;unmatched;unmatched;;Mus musculus
Siva1;Cofactor;ENSMUSG00000064326;unmatched;unmatched;unmatched;;Mus musculus
Aurkaip1;Cofactor;ENSMUSG00000065990;unmatched;unmatched;unmatched;;Mus musculus
Med18;Cofactor;ENSMUSG00000066042;unmatched;unmatched;unmatched;;Mus musculus
Spag8;Cofactor;ENSMUSG00000066196;unmatched;unmatched;unmatched;;Mus musculus
Suds3;Cofactor;ENSMUSG00000066900;unmatched;unmatched;unmatched;;Mus musculus
Hdac8;Cofactor;ENSMUSG00000067567;unmatched;unmatched;unmatched;;Mus musculus
Htatsf1;Cofactor;ENSMUSG00000067873;unmatched;unmatched;Q8BGC0;;Mus musculus
Cenpb;Cofactor;ENSMUSG00000068267;T161598_2.00;unmatched;unmatched;;Mus musculus
Chrac1;Cofactor;ENSMUSG00000068391;unmatched;unmatched;unmatched;;Mus musculus
Cdk7;Cofactor;ENSMUSG00000069089;unmatched;unmatched;Q03147;;Mus musculus
Epc2;Cofactor;ENSMUSG00000069495;unmatched;unmatched;unmatched;;Mus musculus
Pcgf1;Cofactor;ENSMUSG00000069678;unmatched;unmatched;Q8R023;;Mus musculus
Fbp1;Cofactor;ENSMUSG00000069805;unmatched;unmatched;unmatched;;Mus musculus
Ell;Cofactor;ENSMUSG00000070002;unmatched;unmatched;O08856;;Mus musculus
Ccnd1;Cofactor;ENSMUSG00000070348;unmatched;unmatched;unmatched;;Mus musculus
Chchd2;Cofactor;ENSMUSG00000070493;unmatched;unmatched;unmatched;;Mus musculus
Top1;Cofactor;ENSMUSG00000070544;unmatched;unmatched;unmatched;;Mus musculus
Cited4;Cofactor;ENSMUSG00000070803;unmatched;unmatched;unmatched;;Mus musculus
Safb;Cofactor;ENSMUSG00000071054;unmatched;unmatched;unmatched;;Mus musculus
Cecr2;Cofactor;ENSMUSG00000071226;unmatched;unmatched;unmatched;;Mus musculus
Tbpl1;Cofactor;ENSMUSG00000071359;T342366_2.00;8.1.1.0.2;P62340;;Mus musculus
Trim6;Cofactor;ENSMUSG00000072244;unmatched;unmatched;unmatched;;Mus musculus
Taf1a;Cofactor;ENSMUSG00000072258;unmatched;unmatched;unmatched;;Mus musculus
Dppa2;Cofactor;ENSMUSG00000072419;unmatched;unmatched;Q9CWH0;;Mus musculus
Rybp;Cofactor;ENSMUSG00000072872;unmatched;unmatched;Q8CCI5;;Mus musculus
Ripply1;Cofactor;ENSMUSG00000072945;unmatched;unmatched;unmatched;;Mus musculus
Rbm15b;Cofactor;ENSMUSG00000074102;unmatched;unmatched;unmatched;;Mus musculus
Mcidas;Cofactor;ENSMUSG00000074651;unmatched;unmatched;unmatched;;Mus musculus
Pak6;Cofactor;ENSMUSG00000074923;unmatched;unmatched;unmatched;;Mus musculus
Smarcd2;Cofactor;ENSMUSG00000078619;unmatched;unmatched;unmatched;;Mus musculus
Hsbp1l1;Cofactor;ENSMUSG00000078963;unmatched;unmatched;unmatched;;Mus musculus
Prnp;Cofactor;ENSMUSG00000079037;unmatched;unmatched;unmatched;;Mus musculus
Kcnip3;Cofactor;ENSMUSG00000079056;unmatched;unmatched;unmatched;;Mus musculus
Mphosph8;Cofactor;ENSMUSG00000079184;unmatched;unmatched;Q3TYA6;;Mus musculus
Trappc2;Cofactor;ENSMUSG00000079317;unmatched;unmatched;unmatched;;Mus musculus
Med12;Cofactor;ENSMUSG00000079487;unmatched;unmatched;A2AGH6;;Mus musculus
Eloc;Cofactor;ENSMUSG00000079658;unmatched;unmatched;unmatched;;Mus musculus
Gm14459;Cofactor;ENSMUSG00000079704;unmatched;unmatched;unmatched;;Mus musculus
Brms1;Cofactor;ENSMUSG00000080268;unmatched;unmatched;unmatched;;Mus musculus
Zfp703;Cofactor;ENSMUSG00000085795;T101549_2.00;unmatched;unmatched;;Mus musculus
Cbx6;Cofactor;ENSMUSG00000089715;unmatched;unmatched;Q9DBY5;;Mus musculus
Rnf8;Cofactor;ENSMUSG00000090083;unmatched;unmatched;unmatched;;Mus musculus
Tarbp1;Cofactor;ENSMUSG00000090290;unmatched;unmatched;unmatched;;Mus musculus
Tcerg1l;Cofactor;ENSMUSG00000091002;unmatched;unmatched;unmatched;;Mus musculus
Vgll3;Cofactor;ENSMUSG00000091243;unmatched;unmatched;unmatched;;Mus musculus
Eid1;Cofactor;ENSMUSG00000091337;unmatched;unmatched;unmatched;;Mus musculus
Skor2;Cofactor;ENSMUSG00000091519;unmatched;unmatched;unmatched;;Mus musculus
Hspa1a;Cofactor;ENSMUSG00000091971;unmatched;unmatched;unmatched;;Mus musculus
Med20;Cofactor;ENSMUSG00000092558;unmatched;unmatched;unmatched;;Mus musculus
Ccdc85b;Cofactor;ENSMUSG00000095098;unmatched;unmatched;unmatched;;Mus musculus
Noc2l;Cofactor;ENSMUSG00000095567;unmatched;unmatched;unmatched;;Mus musculus
Nlrp12;Cofactor;ENSMUSG00000097297;unmatched;unmatched;unmatched;;Mus musculus
Aip;Cofactor;ENSMUSG00000097319;unmatched;unmatched;unmatched;;Mus musculus
Gm10031;Cofactor;ENSMUSG00000101523;unmatched;unmatched;unmatched;;Mus musculus
Men1;Cofactor;ENSMUSG00000106695;unmatched;unmatched;unmatched;;Mus musculus
AC127556;Cofactor;ENSMUSG00000106722;unmatched;unmatched;unmatched;;Mus musculus
Gm42742;Cofactor;ENSMUSG00000107068;unmatched;unmatched;unmatched;;Mus musculus
Gm45234;Cofactor;ENSMUSG00000107478;unmatched;unmatched;unmatched;;Mus musculus
Prmt1;Cofactor;ENSMUSG00000109324;unmatched;unmatched;unmatched;;Mus musculus
Samd4b;Cofactor;ENSMUSG00000109336;unmatched;unmatched;unmatched;;Mus musculus
Nup62;Cofactor;ENSMUSG00000109511;unmatched;unmatched;unmatched;;Mus musculus
Eid3;Cofactor;ENSMUSG00000109864;unmatched;unmatched;unmatched;;Mus musculus
Hnrnpu;Cofactor;ENSMUSG00000111145;unmatched;unmatched;unmatched;;Mus musculus
Pik3r2;Cofactor;ENSMUSG00000111826;unmatched;unmatched;unmatched;;Mus musculus
BX005053.1;Cofactor;ENSMUSG00000115904;unmatched;unmatched;unmatched;;Mus musculus
AC155712.2;Cofactor;ENSMUSG00000115942;unmatched;unmatched;unmatched;;Mus musculus
Atad2;Cofactor;ENSMUSG00000116053;unmatched;unmatched;unmatched;;Mus musculus
AC156272.1;Cofactor;ENSMUSG00000116315;unmatched;unmatched;unmatched;;Mus musculus
XP_002726925.1;TF;unmatched;T069477_2.00;unmatched;unmatched;;Mus musculus
Dnajc21;TF;unmatched;T101184_2.00;unmatched;unmatched;;Mus musculus
EDL38120.1;TF;unmatched;T085689_2.00;unmatched;unmatched;;Mus musculus
Q8K439_MOUSE;TF;unmatched;T127815_2.00;unmatched;unmatched;;Mus musculus
XP_006525770.1;TF;unmatched;T168544_2.00;unmatched;unmatched;;Mus musculus
XP_911724.4;TF;unmatched;T177617_2.00;unmatched;unmatched;;Mus musculus
Tcfcp2l1;TF;ENSMUSG00000026380;T199110_2.00;6.7.2.0.2;Q3UNW5;;Mus musculus
A1JVI6_MOUSE;TF;unmatched;T203894_2.00;unmatched;unmatched;;Mus musculus
Q8VHG7_MOUSE;TF;unmatched;T212577_2.00;unmatched;unmatched;;Mus musculus
XP_003689450.1;TF;unmatched;T224749_2.00;unmatched;unmatched;;Mus musculus
Mypop;TF;unmatched;T269792_2.00;unmatched;unmatched;;Mus musculus
Prdm11;TF;unmatched;T269798_2.00;unmatched;unmatched;;Mus musculus
XP_001473574.2;TF;unmatched;T322114_2.00;unmatched;unmatched;;Mus musculus
Fank1;TF;unmatched;T350322_2.00;unmatched;unmatched;;Mus musculus
Hmga1-rs1;TF;ENSMUSG00000078249;T017417_2.00;8.2.1.0.1;unmatched;;Mus musculus
Bcl11b;TF;ENSMUSG00000048251;T101231_2.00;2.3.4.15.2;Q99PV8;;Mus musculus
ENSMUSG00000098546;TF;-;T101607_2.00;unmatched;unmatched;;Mus musculus
Jrkl;TF;unmatched;T161599_2.00;unmatched;unmatched;;Mus musculus
Tigd2;TF;unmatched;T161597_2.00;unmatched;unmatched;;Mus musculus
Cxxc4;TF;unmatched;T168124_2.00;unmatched;unmatched;;Mus musculus
Fbxl19;TF;unmatched;T168122_2.00;unmatched;Q6PB97;;Mus musculus
Tet1;TF;unmatched;T168126_2.00;2.6.1.0.3;Q3URK3;;Mus musculus
Tet3;TF;unmatched;T168123_2.00;unmatched;Q8BG87;;Mus musculus
ENSMUSG00000097126;TF;-;T212607_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000097200;TF;-;T212608_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000097436;TF;-;T212611_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000098598;TF;unmatched;T238387_2.00;unmatched;unmatched;;Mus musculus
Msantd3;TF;unmatched;T248350_2.00;unmatched;unmatched;;Mus musculus
Naif1;TF;unmatched;T248349_2.00;unmatched;unmatched;;Mus musculus
Borcs8;TF;unmatched;T253734_2.00;unmatched;unmatched;;Mus musculus
Mterf1a;TF;unmatched;T262418_2.00;unmatched;unmatched;;Mus musculus
Mterf1b;TF;unmatched;T262420_2.00;unmatched;unmatched;;Mus musculus
Kdm5d;TF;unmatched;T014646_2.00;3.7.1.6.4;unmatched;;Mus musculus
2310033P09Rik;TF;unmatched;T024579_2.00;unmatched;unmatched;;Mus musculus
Lrrc59;TF;unmatched;T024580_2.00;unmatched;unmatched;;Mus musculus
Sgsm2;TF;unmatched;T026096_2.00;unmatched;unmatched;;Mus musculus
Pogk;TF;unmatched;T055588_2.00;unmatched;unmatched;;Mus musculus
Clip1;TF;unmatched;T060489_2.00;unmatched;unmatched;;Mus musculus
Efcc1;TF;unmatched;T060503_2.00;unmatched;unmatched;;Mus musculus
Rpgrip1l;TF;unmatched;T060476_2.00;unmatched;unmatched;;Mus musculus
Snx29;TF;unmatched;T060505_2.00;unmatched;unmatched;;Mus musculus
1700034E13Rik;TF;unmatched;T101048_2.00;unmatched;unmatched;;Mus musculus
Dzip1;TF;unmatched;T101171_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000052909;TF;unmatched;T101287_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000061969;TF;unmatched;T101375_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000069755;TF;unmatched;T101438_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000071295;TF;unmatched;T101451_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000074830;TF;unmatched;T101488_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000074887;TF;unmatched;T101494_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000094740;TF;unmatched;T101578_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000095206;TF;unmatched;T101585_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000096192;TF;unmatched;T101596_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000098137;TF;unmatched;T101606_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000098810;TF;-;T101608_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000101373;TF;unmatched;T101617_2.00;unmatched;unmatched;;Mus musculus
Fbxo41;TF;unmatched;T101219_2.00;unmatched;unmatched;;Mus musculus
Gm17332;TF;unmatched;T101562_2.00;unmatched;unmatched;;Mus musculus
Kcmf1;TF;unmatched;T101311_2.00;unmatched;unmatched;;Mus musculus
Zbtb9;TF;unmatched;T101548_2.00;unmatched;unmatched;;Mus musculus
Zfp821;TF;unmatched;T101106_2.00;unmatched;unmatched;;Mus musculus
Kat7;TF;unmatched;T159115_2.00;2.7.3.0.2;unmatched;;Mus musculus
Jrk;TF;unmatched;T161595_2.00;unmatched;unmatched;;Mus musculus
Tigd3;TF;unmatched;T161594_2.00;unmatched;unmatched;;Mus musculus
Tigd4;TF;unmatched;T161596_2.00;unmatched;unmatched;;Mus musculus
Tigd5;TF;unmatched;T161600_2.00;unmatched;unmatched;;Mus musculus
6330408A02Rik;TF;unmatched;T179273_2.00;unmatched;unmatched;;Mus musculus
Flywch1;TF;unmatched;T182865_2.00;unmatched;unmatched;;Mus musculus
Foxr1;TF;unmatched;T186380_2.00;3.3.1.18.1;unmatched;;Mus musculus
Gatad2a;TF;unmatched;T192877_2.00;2.2.1.2.2;unmatched;;Mus musculus
Cttnbp2nl;TF;unmatched;T212555_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000097270;TF;-;T212609_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000097306;TF;unmatched;T212610_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000097600;TF;-;T212612_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000106919;TF;-;T212618_2.00;unmatched;unmatched;;Mus musculus
ENSMUSG00000106953;TF;-;T212619_2.00;unmatched;unmatched;;Mus musculus
Gm21915;TF;unmatched;T212596_2.00;unmatched;unmatched;;Mus musculus
Rhox5;TF;unmatched;T212599_2.00;unmatched;unmatched;;Mus musculus
Afdn;TF;unmatched;T244694_2.00;unmatched;unmatched;;Mus musculus
Msantd1;TF;unmatched;T248351_2.00;unmatched;unmatched;;Mus musculus
Mbd6;TF;unmatched;T260275_2.00;unmatched;unmatched;;Mus musculus
Mterf2;TF;unmatched;T262419_2.00;unmatched;unmatched;;Mus musculus
Mterf3;TF;unmatched;T262416_2.00;unmatched;unmatched;;Mus musculus
Mterf4;TF;unmatched;T262417_2.00;unmatched;unmatched;;Mus musculus
Msantd4;TF;unmatched;T269790_2.00;unmatched;unmatched;;Mus musculus
Terb1;TF;unmatched;T269794_2.00;unmatched;unmatched;;Mus musculus
Znf335;TF;ENSMUSG00000039834;T101157_2.00;2.3.4.0.2;A2A5K6;;Mus musculus
Znf711;TF;;;2.3.4.13.2;;;Mus musculus
Zfp462;TF;unmatched;unmatched;2.3.4.0.75;unmatched;;Mus musculus
Znf518b;TF;;;2.3.4.18.2;;;Mus musculus
Znf518a;TF;unmatched;unmatched;2.3.4.18.1;unmatched;;Mus musculus
Znf551;TF;ENSMUSG00000034071;T101119_2.00;2.3.3.0.167;unmatched;;Mus musculus
Znf382;TF;ENSMUSG00000074220;T101473_2.00;2.3.4.25.5;unmatched;;Mus musculus
Znf296;TF;ENSMUSG00000011267;T100992_2.00;2.3.4.15.3;E9Q6W4;;Mus musculus
Znf431;TF;ENSMUSG00000066613;T101404_2.00;2.3.3.59.3;E9QAG8;;Mus musculus
Nfkbie;TF;unmatched;unmatched;6.1.2.1.4;unmatched;;Mus musculus
Znf143;TF;ENSMUSG00000061079;T101369_2.00;2.3.3.28.2;O70230;;Mus musculus
Nkx2-8;TF;ENSMUSG00000058669;T212551_2.00;3.1.2.15.2;unmatched;;Mus musculus
Dnmt3a;TF;unmatched;unmatched;2.2.1.2.9;O88508;;Mus musculus
Tp63;TF;ENSMUSG00000022510;T311091_2.00;6.3.1.0.2;O88898;;Mus musculus
Nfkbil1;TF;unmatched;unmatched;6.1.2.1.7;unmatched;;Mus musculus
Tp53;TF;ENSMUSG00000059552;T311093_2.00;6.3.1.0.1;P02340;;Mus musculus
Rc3h2;TF;unmatched;unmatched;2.8.3.0.1;P0C090;;Mus musculus
Znf271;TF;ENSMUSG00000063281;T101390_2.00;2.3.3.0.219;unmatched;;Mus musculus
Znf239;TF;ENSMUSG00000042097;T101170_2.00;2.3.3.0.83;unmatched;;Mus musculus
Znf541;TF;ENSMUSG00000078796;T101511_2.00;2.3.4.20.2;Q0GGX2;;Mus musculus
Znf112;TF;ENSMUSG00000052675;T101283_2.00;2.3.4.0.65;unmatched;;Mus musculus
Znf800;TF;ENSMUSG00000039841;T101158_2.00;2.3.4.0.17;unmatched;;Mus musculus
Zscan30;TF;;;2.3.3.0.43;;;Mus musculus
Znf667;TF;ENSMUSG00000054893;T101302_2.00;2.3.3.0.179;unmatched;;Mus musculus
Znf691;TF;;;2.3.3.0.39;;;Mus musculus
Znf575;TF;ENSMUSG00000066721;T101406_2.00;2.3.3.0.37;unmatched;;Mus musculus
Znf746;TF;ENSMUSG00000057691;T101332_2.00;2.3.3.0.26;unmatched;;Mus musculus
Znf710;TF;ENSMUSG00000048897;T101241_2.00;2.3.3.51.2;unmatched;;Mus musculus
Znf692;TF;ENSMUSG00000037243;T101138_2.00;2.3.3.3.2;unmatched;;Mus musculus
Znf48;TF;ENSMUSG00000045598;T101201_2.00;2.3.4.0.48;unmatched;;Mus musculus
Znf583;TF;ENSMUSG00000030443;T101095_2.00;2.3.3.31.4;unmatched;;Mus musculus
Znf664;TF;;;2.3.3.0.84;;;Mus musculus
Znf827;TF;ENSMUSG00000071064;T101445_2.00;2.3.4.0.11;unmatched;;Mus musculus
Znf697;TF;;;2.3.4.0.41;;;Mus musculus
Znf354c;TF;ENSMUSG00000044807;T101192_2.00;2.3.3.0.114;unmatched;;Mus musculus
Znf652;TF;ENSMUSG00000075595;T101498_2.00;2.3.3.29.1;Q5DU09;;Mus musculus
Ppp1r13l;TF;unmatched;unmatched;6.1.2.2.1;unmatched;;Mus musculus
Znf496;TF;ENSMUSG00000020472;T101015_2.00;2.3.3.0.3;Q5SXI5;;Mus musculus
Znf148;TF;ENSMUSG00000022811;T101037_2.00;2.3.3.13.1;unmatched;;Mus musculus
Znf354a;TF;ENSMUSG00000020364;T101012_2.00;2.3.3.64.1;unmatched;;Mus musculus
Znf260;TF;ENSMUSG00000049421;T101246_2.00;2.3.3.55.2;unmatched;;Mus musculus
Znf280d;TF;ENSMUSG00000038535;unmatched;2.3.3.4.4;unmatched;;Mus musculus
Znf512;TF;ENSMUSG00000062761;T025025_2.00;2.3.4.10.1;unmatched;;Mus musculus
Znf629;TF;ENSMUSG00000045639;T101202_2.00;2.3.4.0.49;unmatched;;Mus musculus
Znf329;TF;ENSMUSG00000057894;T101335_2.00;2.3.3.0.148;unmatched;;Mus musculus
Znf219;TF;ENSMUSG00000049295;T101243_2.00;2.3.4.2.1;unmatched;;Mus musculus
Znf521;TF;ENSMUSG00000024420;T101047_2.00;2.3.4.12.2;unmatched;;Mus musculus
Znf740;TF;ENSMUSG00000046897;T101215_2.00;2.3.2.4.5;unmatched;;Mus musculus
Znf511;TF;ENSMUSG00000025470;T101055_2.00;2.3.2.4.2;unmatched;;Mus musculus
Znf280c;TF;ENSMUSG00000036916;unmatched;2.3.3.4.3;unmatched;;Mus musculus
Znf182;TF;;;2.3.3.0.193;;;Mus musculus
Znf513;TF;ENSMUSG00000043059;T101177_2.00;2.3.4.0.36;unmatched;;Mus musculus
Cramp1;TF;unmatched;unmatched;3.5.1.3.11;unmatched;;Mus musculus
Znf316;TF;;;2.3.4.0.43;;;Mus musculus
Znf653;TF;ENSMUSG00000038895;T101151_2.00;2.3.3.3.4;unmatched;;Mus musculus
Znf507;TF;ENSMUSG00000044452;T101186_2.00;2.3.4.0.24;unmatched;;Mus musculus
Zc3h4;TF;;;2.8.1.0.2;;;Mus musculus
Znf250;TF;ENSMUSG00000054967;T101305_2.00;2.3.3.0.160;unmatched;;Mus musculus
Znf516;TF;ENSMUSG00000058881;T101347_2.00;2.3.4.2.3;unmatched;;Mus musculus
Zfp469;TF;;;2.3.4.0.5;;;Mus musculus
Znf423;TF;ENSMUSG00000045333;T101198_2.00;2.3.4.12.1;unmatched;;Mus musculus
Znf32;TF;ENSMUSG00000059689;T101353_2.00;2.3.3.41.1;unmatched;;Mus musculus
Znf579;TF;ENSMUSG00000051550;T101278_2.00;2.3.4.0.14;unmatched;;Mus musculus
Znf569;TF;ENSMUSG00000059975;T101358_2.00;2.3.3.0.106;unmatched;;Mus musculus
Znf618;TF;ENSMUSG00000028358;T101072_2.00;2.3.4.0.18;unmatched;;Mus musculus
Znf18;TF;ENSMUSG00000018347;T101003_2.00;2.3.3.0.20;unmatched;;Mus musculus
Znf8;TF;ENSMUSG00000060397;T101364_2.00;2.3.4.0.29;unmatched;;Mus musculus
Znf592;TF;ENSMUSG00000005621;T100984_2.00;2.3.4.9.2;unmatched;;Mus musculus
Znf526;TF;ENSMUSG00000046541;T101208_2.00;2.3.4.22.1;unmatched;;Mus musculus
Znf784;TF;ENSMUSG00000043290;T101180_2.00;2.3.4.0.40;unmatched;;Mus musculus
Znf775;TF;ENSMUSG00000007216;T100990_2.00;2.3.4.0.44;unmatched;;Mus musculus
Znf879;TF;ENSMUSG00000044296;T101185_2.00;2.3.3.0.157;unmatched;;Mus musculus
Znf787;TF;ENSMUSG00000046792;T101212_2.00;2.3.4.0.46;unmatched;;Mus musculus
Znf2;TF;ENSMUSG00000034800;T101124_2.00;2.3.3.44.2;Q8BIQ3;;Mus musculus
Znf770;TF;ENSMUSG00000040321;T101161_2.00;2.3.4.0.26;unmatched;;Mus musculus
Znf771;TF;ENSMUSG00000054716;T101300_2.00;2.3.3.39.3;unmatched;;Mus musculus
Znf689;TF;ENSMUSG00000048921;T101242_2.00;2.3.3.66.1;unmatched;;Mus musculus
Znf410;TF;ENSMUSG00000042472;T101174_2.00;2.3.3.24.2;Q8BKX7;;Mus musculus
Znf76;TF;ENSMUSG00000024220;T101044_2.00;2.3.3.28.1;unmatched;;Mus musculus
Znf436;TF;ENSMUSG00000051351;T101273_2.00;2.3.3.58.3;unmatched;;Mus musculus
Znf146;TF;ENSMUSG00000037029;T101137_2.00;2.3.3.55.1;unmatched;;Mus musculus
Cnot4;TF;unmatched;unmatched;2.8.4.0.1;unmatched;;Mus musculus
Znf786;TF;ENSMUSG00000051499;T101277_2.00;2.3.4.23.2;unmatched;;Mus musculus
Znf574;TF;ENSMUSG00000045252;T101196_2.00;2.3.4.22.2;unmatched;;Mus musculus
Drgx;TF;ENSMUSG00000041730;T212512_2.00;3.1.3.6.1;unmatched;;Mus musculus
Zc3h6;TF;unmatched;unmatched;2.8.1.0.3;unmatched;;Mus musculus
Znf641;TF;ENSMUSG00000022987;T101038_2.00;2.3.3.0.25;unmatched;;Mus musculus
Znf322;TF;ENSMUSG00000046351;T101207_2.00;2.3.3.52.1;Q8BZ89;;Mus musculus
Pogz;TF;unmatched;unmatched;2.3.3.4.5;unmatched;;Mus musculus
Znf451;TF;ENSMUSG00000042197;unmatched;2.3.4.0.21;unmatched;;Mus musculus
Phtf2;TF;;;3.1.11.0.2;;;Mus musculus
Znf276;TF;ENSMUSG00000001065;T100971_2.00;2.3.3.3.3;unmatched;;Mus musculus
Znf628;TF;ENSMUSG00000074406;T101478_2.00;2.3.4.0.39;unmatched;;Mus musculus
Znf467;TF;ENSMUSG00000068551;T101424_2.00;2.3.4.0.45;D3Z7M1;;Mus musculus
Znf536;TF;ENSMUSG00000043456;T101181_2.00;2.3.4.2.2;unmatched;;Mus musculus
Znf668;TF;ENSMUSG00000049728;T101253_2.00;2.3.4.0.50;unmatched;;Mus musculus
Znf131;TF;ENSMUSG00000094870;T101580_2.00;2.3.3.0.34;unmatched;;Mus musculus
Znf768;TF;ENSMUSG00000047371;T101224_2.00;2.3.3.0.95;unmatched;;Mus musculus
Znf426;TF;ENSMUSG00000059475;T101352_2.00;2.3.4.0.64;unmatched;;Mus musculus
Znf445;TF;ENSMUSG00000047036;T101220_2.00;2.3.4.0.53;Q8R2V3;;Mus musculus
Sfpq;TF;unmatched;unmatched;0.2.1.0.2;unmatched;;Mus musculus
Znf24;TF;ENSMUSG00000051469;T101276_2.00;2.3.3.10.1;Q91VN1;;Mus musculus
Znf639;TF;ENSMUSG00000027667;T101069_2.00;2.3.4.13.1;unmatched;;Mus musculus
Znf672;TF;ENSMUSG00000049755;T101255_2.00;2.3.3.66.2;unmatched;;Mus musculus
Znf281;TF;ENSMUSG00000041483;T101166_2.00;2.3.3.13.2;Q99LI5;;Mus musculus
Dnmt3l;TF;unmatched;unmatched;2.2.1.2.11;unmatched;;Mus musculus
Znf524;TF;ENSMUSG00000051184;T101271_2.00;2.3.3.15.1;unmatched;;Mus musculus
Zbed3;TF;unmatched;unmatched;2.3.5.0.3;unmatched;;Mus musculus
Znf687;TF;ENSMUSG00000019338;T101008_2.00;2.3.4.9.3;unmatched;;Mus musculus
Dmrtc1;TF;ENSMUSG00000031323;unmatched;2.5.1.0.8;unmatched;;Mus musculus
Znf654;TF;ENSMUSG00000047141;T101221_2.00;2.3.4.7.3;unmatched;;Mus musculus
Znf580;TF;ENSMUSG00000055633;T101317_2.00;2.3.2.4.3;unmatched;;Mus musculus
Znf414;TF;ENSMUSG00000073423;T101466_2.00;2.3.2.4.1;unmatched;;Mus musculus
Znf287;TF;ENSMUSG00000005267;T100983_2.00;2.3.3.0.174;unmatched;;Mus musculus
Znf319;TF;ENSMUSG00000046556;T101209_2.00;2.3.4.23.1;Q9ERR8;;Mus musculus
Znf22;TF;ENSMUSG00000059878;T101356_2.00;2.3.3.0.13;unmatched;;Mus musculus
